model,set,method_id,method,direction,f_standard,f_deviant,semitones,trough_uv,latency_ms,recovery_frac,s7_pass,s2_pass,s4_specificity,post_slope_uv_per_100ms,ctrl_min_uv,n_deviants,consensus_rank,n_agree
whisper-medium,literature,75,method_75_counter,counter,1200.0,1000.0,3.1564,-0.37,220.9375,3.9271,False,True,False,-0.2863,-1.8968,15,46,1
whisper-medium,literature,9,method_9_counter,counter,1000.0,600.0,8.8436,-0.3611,210.875,6.108,False,True,False,2.0016,-1.381,15,38,2
whisper-medium,literature,72,method_72_counter,counter,1200.0,1000.0,3.1564,-0.3393,220.9375,3.7662,False,True,False,-0.3114,-1.8866,15,47,1
whisper-medium,literature,55,method_55,regular,1000.0,2000.0,12.0,-0.2625,160.875,9.4825,False,True,True,1.1901,1.5817,15,19,3
whisper-medium,literature,60,method_60_counter,counter,1500.0,1000.0,7.0196,-0.1646,200.9375,1.2872,False,True,False,-0.8351,-3.7708,15,9,3
whisper-medium,literature,55,method_55_counter,counter,2000.0,1000.0,12.0,0.0796,120.9375,4.3089,False,True,False,-1.5335,-2.4136,15,15,3
whisper-medium,literature,12,method_12_counter,counter,1200.0,1000.0,3.1564,0.156,220.9375,1.9754,False,True,False,-1.5552,-4.1245,15,37,2
whisper-medium,literature,17,method_17_counter,counter,1850.0,1000.0,10.6503,0.6206,140.9375,4.798,False,True,False,-2.4398,-3.5135,15,4,4
whisper-medium,literature,18,method_18_counter,counter,1850.0,1000.0,10.6503,0.6253,140.9375,4.3585,False,True,False,-2.5033,-3.5769,15,5,4
whisper-medium,literature,19,method_19_counter,counter,1850.0,1000.0,10.6503,0.7766,140.9375,4.4809,False,True,False,-2.5695,-3.562,15,3,4
whisper-medium,literature,43,method_43_counter,counter,700.0,633.0,1.7418,1.3871,210.875,0.0,False,False,False,0.5601,1.2291,15,48,0
whisper-medium,phase2,1722,method_1722,regular,1467.0,3200.0,13.5024,-4.6716,180.9375,2.34,True,True,True,6.3712,0.1668,15,14,5
whisper-medium,phase2,1568,method_1568,regular,800.0,3200.0,24.0,-3.9987,180.9375,2.5502,True,True,True,8.4068,2.0389,15,19,5
whisper-medium,phase2,1721,method_1721,regular,1467.0,2934.0,12.0,-3.9867,180.9375,2.378,True,True,True,5.8241,-0.026,15,103,4
whisper-medium,phase2,1729,method_1729,regular,1467.0,5869.0,24.003,-3.8283,180.9375,2.4958,True,True,True,5.2468,-0.58,15,26,5
whisper-medium,phase2,1727,method_1727,regular,1467.0,4935.0,21.0022,-3.6206,180.9375,2.7682,True,True,True,5.7536,-0.1542,15,32,5
whisper-medium,phase2,1720,method_1720,regular,1467.0,2691.0,10.5033,-3.6018,180.9375,2.3695,True,True,True,3.957,-0.5143,15,40,5
whisper-medium,phase2,1767,method_1767,regular,1745.0,7611.0,25.4983,-3.5821,180.9375,3.2581,True,True,True,5.546,0.2509,15,94,4
whisper-medium,phase2,1565,method_1565,regular,800.0,2468.0,19.5032,-3.4986,180.9375,2.3488,True,True,True,6.2508,1.3605,15,98,4
whisper-medium,phase2,1355,method_1355,regular,436.0,1345.0,19.5025,-3.3854,180.875,2.0147,True,True,True,2.9002,0.255,15,99,4
whisper-medium,phase2,1387,method_1387,regular,476.0,1345.0,17.9829,-3.353,180.9375,1.8786,True,True,True,2.97,0.3048,15,140,3
whisper-medium,phase2,1557,method_1557,regular,800.0,1234.0,7.5032,-3.3361,180.9375,1.9312,True,True,True,2.8271,-0.1882,15,53,5
whisper-medium,phase2,1766,method_1766,regular,1745.0,6979.0,23.9975,-3.3083,180.9375,3.4968,True,True,True,5.4634,0.5445,15,7,6
whisper-medium,phase2,1730,method_1730,regular,1467.0,6400.0,25.5024,-3.2863,180.9375,3.1341,True,True,True,6.4658,-0.4556,15,25,5
whisper-medium,phase2,1703,method_1703,regular,1345.0,3200.0,15.0056,-3.2458,180.875,2.7716,True,True,True,5.1424,0.422,15,34,5
whisper-medium,phase2,1764,method_1764,regular,1745.0,5869.0,20.9987,-3.1603,180.9375,3.2779,True,True,True,4.5398,-0.0138,15,38,5
whisper-medium,phase2,1383,method_1383,regular,476.0,951.0,11.9818,-3.074,180.9375,1.9199,True,True,True,2.3581,-0.9946,15,167,2
whisper-medium,phase2,1619,method_1619,regular,951.0,3805.0,24.0046,-3.0181,180.875,3.386,True,True,True,5.9931,0.7016,15,145,3
whisper-medium,phase2,1587,method_1587,regular,872.0,1903.0,13.5105,-3.0004,180.9375,2.5144,True,True,True,3.3214,-0.2401,15,152,3
whisper-medium,phase2,1583,method_1583,regular,872.0,1345.0,7.5025,-2.9235,180.9375,2.3614,True,True,True,2.649,-1.0188,15,108,4
whisper-medium,phase2,1776,method_1776,regular,1903.0,4150.0,13.498,-2.9014,180.875,4.142,True,True,True,5.0921,0.6336,15,67,5
whisper-medium,phase2,1783,method_1783,regular,1903.0,7611.0,23.9977,-2.892,180.875,4.0651,True,True,True,4.4551,0.0415,15,29,5
whisper-medium,phase2,1740,method_1740,regular,1600.0,3200.0,12.0,-2.8832,180.875,3.2649,True,True,True,2.2247,-1.7297,15,10,5
whisper-medium,phase2,1713,method_1713,regular,1345.0,7611.0,30.0058,-2.8185,180.875,3.0798,True,True,True,5.0566,0.4001,15,93,4
whisper-medium,phase2,1718,method_1718,regular,1467.0,2263.0,7.5044,-2.7701,180.9375,2.5797,True,True,True,3.1704,-0.6128,15,68,5
whisper-medium,phase2,1273,method_1273,regular,336.0,7611.0,54.0186,-2.7634,180.75,3.2931,True,True,True,5.8434,1.7757,15,50,5
whisper-medium,phase2,1174,method_1174_counter,counter,800.0,283.0,17.9904,-2.7149,180.9375,2.9669,True,True,True,4.9872,-1.7207,15,76,5
whisper-medium,phase2,1650,method_1650,regular,1037.0,7611.0,34.508,-2.7115,180.875,3.6335,True,True,True,4.3303,1.2056,15,30,5
whisper-medium,phase2,1701,method_1701,regular,1345.0,2691.0,12.0064,-2.6335,180.875,2.5513,True,True,True,3.283,-0.3615,15,20,5
whisper-medium,phase2,1712,method_1712,regular,1345.0,6979.0,28.505,-2.6207,180.875,3.2618,True,True,True,5.4403,0.4276,15,41,5
whisper-medium,phase2,1578,method_1578,regular,800.0,7611.0,39.0002,-2.6034,180.9375,3.3143,True,True,True,6.7824,1.1712,15,24,5
whisper-medium,phase2,1763,method_1763,regular,1745.0,5382.0,19.499,-2.5948,180.9375,4.0757,True,True,True,4.6612,0.677,15,70,5
whisper-medium,phase2,1762,method_1762,regular,1745.0,4935.0,17.9979,-2.5823,180.9375,4.4657,True,True,True,5.8484,0.8918,15,12,5
whisper-medium,phase2,1504,method_1504,regular,673.0,1234.0,10.496,-2.5552,180.8125,2.0522,True,True,True,3.3709,1.7764,15,55,5
whisper-medium,phase2,1738,method_1738,regular,1600.0,2691.0,9.0008,-2.5407,160.875,1.5201,True,True,False,0.4901,-5.0511,15,22,5
whisper-medium,phase2,1649,method_1649,regular,1037.0,6979.0,33.0073,-2.5399,180.875,4.1906,True,True,True,5.3682,1.4773,15,66,5
whisper-medium,phase2,1401,method_1401,regular,476.0,4525.0,38.9866,-2.5285,200.9375,4.8063,True,True,True,6.8049,1.4093,15,166,2
whisper-medium,phase2,1323,method_1323,regular,400.0,1467.0,22.4976,-2.5208,180.8125,2.3399,True,True,True,1.8055,-0.4415,15,178,2
whisper-medium,phase2,1755,method_1755,regular,1745.0,2691.0,7.499,-2.5087,180.9375,3.1605,True,True,True,2.7583,-0.8062,15,44,5
whisper-medium,phase2,1750,method_1750,regular,1600.0,7611.0,27.0002,-2.4949,160.875,1.6109,True,True,True,2.1011,-2.4368,15,2,6
whisper-medium,phase2,1710,method_1710,regular,1345.0,5869.0,25.5061,-2.4672,180.875,2.8897,True,True,True,4.1917,-0.181,15,16,5
whisper-medium,phase2,1778,method_1778,regular,1903.0,4935.0,16.4973,-2.4598,180.875,4.641,True,True,True,4.6894,0.4568,15,146,3
whisper-medium,phase2,1400,method_1400,regular,476.0,4150.0,37.4889,-2.4307,200.9375,4.5098,True,True,True,6.3304,0.8444,15,171,2
whisper-medium,phase2,1627,method_1627,regular,951.0,7611.0,36.0068,-2.4254,180.875,3.8695,True,True,True,5.5071,0.6519,15,3,6
whisper-medium,phase2,1032,method_1032,regular,200.0,3200.0,48.0,-2.4206,141.125,3.0,True,True,True,3.5714,1.8573,15,49,5
whisper-medium,phase2,1737,method_1737,regular,1600.0,2468.0,7.5032,-2.4008,160.875,1.5186,True,True,False,0.5002,-4.3536,15,13,5
whisper-medium,phase2,1418,method_1418,regular,519.0,1345.0,16.4856,-2.3787,181.0,2.3466,True,True,True,3.3335,1.3276,15,111,4
whisper-medium,phase2,1809,method_1809,regular,2263.0,5869.0,16.4985,-2.2928,160.875,2.848,True,True,True,2.7808,-0.2449,15,9,6
whisper-medium,phase2,1765,method_1765,regular,1745.0,6400.0,22.4981,-2.2776,180.9375,5.151,True,True,True,6.0392,0.6307,15,11,5
whisper-medium,phase2,1812,method_1812,regular,2263.0,7611.0,20.9982,-2.2773,160.875,3.2543,True,True,True,3.1381,0.4944,15,1,6
whisper-medium,phase2,1749,method_1749,regular,1600.0,6979.0,25.4994,-2.2707,180.875,4.1,True,True,True,2.824,-0.9708,15,101,4
whisper-medium,phase2,1603,method_1603,regular,872.0,7611.0,37.5082,-2.2604,180.9375,3.5628,True,True,True,5.9528,0.2372,15,4,6
whisper-medium,phase2,1577,method_1577,regular,800.0,6979.0,37.4994,-2.2545,180.9375,4.1789,True,True,True,7.4567,1.5824,15,113,4
whisper-medium,phase2,1882,method_1882_counter,counter,7611.0,4150.0,10.4997,-2.2511,120.8125,2.0261,True,True,True,1.3345,-0.5053,15,165,2
whisper-medium,phase2,1382,method_1382,regular,476.0,872.0,10.4804,-2.1942,180.9375,1.9522,True,True,True,1.1681,-1.7018,15,183,2
whisper-medium,phase2,1754,method_1754,regular,1745.0,2468.0,6.0014,-2.1873,180.9375,3.1448,True,True,True,2.6666,-0.1803,15,118,4
whisper-medium,phase2,1677,method_1677_counter,counter,1903.0,1234.0,7.4992,-2.1872,160.875,1.8946,True,True,False,1.3159,-2.3319,15,64,5
whisper-medium,phase2,1739,method_1739,regular,1600.0,2934.0,10.4976,-2.1649,160.875,1.7769,True,True,True,2.4137,-1.2478,15,28,5
whisper-medium,phase2,1614,method_1614,regular,951.0,2468.0,16.5099,-2.1556,180.875,4.0715,True,True,True,4.2459,1.1008,15,78,5
whisper-medium,phase2,1621,method_1621,regular,951.0,4525.0,27.0048,-2.1241,180.875,4.2748,True,True,True,5.4177,0.8406,15,114,4
whisper-medium,phase2,1684,method_1684,regular,1234.0,3490.0,17.9986,-2.1144,180.9375,3.9691,True,True,True,4.051,2.0537,15,185,2
whisper-medium,phase2,1626,method_1626,regular,951.0,6979.0,34.506,-2.1029,180.875,4.6137,True,True,True,6.0561,0.9051,15,105,4
whisper-medium,phase2,1848,method_1848_counter,counter,7611.0,2934.0,16.5026,-2.093,120.8125,1.93,True,True,False,-0.3265,-5.969,15,131,3
whisper-medium,phase2,1613,method_1613,regular,951.0,2263.0,15.0086,-2.074,180.875,4.0591,True,True,True,3.7518,0.9429,15,58,5
whisper-medium,phase2,1708,method_1708,regular,1345.0,4935.0,22.5053,-2.05,180.875,3.7769,True,True,True,5.1729,0.4976,15,47,5
whisper-medium,phase2,1743,method_1743,regular,1600.0,4150.0,16.5005,-2.0297,180.875,4.135,True,True,True,2.1997,-0.6266,15,107,4
whisper-medium,phase2,1747,method_1747,regular,1600.0,5869.0,22.5005,-2.0227,160.875,2.0753,True,True,False,1.6555,-3.5198,15,23,5
whisper-medium,phase2,1318,method_1318,regular,400.0,951.0,14.9933,-2.0202,180.8125,2.4637,True,True,True,1.4403,-0.6184,15,187,2
whisper-medium,phase2,1808,method_1808,regular,2263.0,5382.0,14.9989,-2.0165,160.875,3.5368,True,True,True,3.1301,0.5468,15,73,5
whisper-medium,phase2,1679,method_1679_counter,counter,2263.0,1234.0,10.4987,-1.9719,160.875,2.6675,True,True,False,0.5531,-2.4218,15,27,5
whisper-medium,phase2,1136,method_1136_counter,counter,800.0,259.0,19.5246,-1.9622,180.9375,4.3975,True,True,True,5.9702,-0.6771,15,75,5
whisper-medium,phase2,1709,method_1709,regular,1345.0,5382.0,24.0064,-1.9414,180.875,3.7114,True,True,True,4.286,0.3745,15,72,5
whisper-medium,phase2,1875,method_1875_counter,counter,7611.0,3805.0,12.0023,-1.9402,120.8125,2.4712,True,True,True,1.0556,-1.102,15,149,3
whisper-medium,phase2,1301,method_1301,regular,367.0,4150.0,41.9911,-1.9271,180.75,3.8504,True,True,True,5.5411,1.8801,15,153,3
whisper-medium,phase2,1487,method_1487,regular,617.0,3200.0,28.4968,-1.8751,201.0,5.7525,True,True,True,6.3738,2.2599,15,35,5
whisper-medium,phase2,1676,method_1676_counter,counter,1745.0,1234.0,5.9986,-1.8645,180.9375,1.9908,True,True,True,0.9476,-1.3998,15,18,5
whisper-medium,phase2,1042,method_1042_counter,counter,7611.0,200.0,63.0002,-1.8602,120.8125,2.4463,True,True,False,0.122,-6.2756,15,141,3
whisper-medium,phase2,1414,method_1414,regular,519.0,951.0,10.4845,-1.8435,181.0,2.8313,True,True,True,2.5519,0.4337,15,173,2
whisper-medium,phase2,1744,method_1744,regular,1600.0,4525.0,17.9982,-1.8397,180.875,4.5809,True,True,True,2.3547,-0.7603,15,45,5
whisper-medium,phase2,1432,method_1432,regular,519.0,4525.0,37.4893,-1.8358,201.0,6.3709,True,True,True,6.9952,1.3591,15,176,2
whisper-medium,phase2,1101,method_1101,regular,238.0,1131.0,26.9828,-1.8132,141.125,2.1095,True,True,False,0.0886,-2.008,15,77,5
whisper-medium,phase2,1699,method_1699,regular,1345.0,2263.0,9.0076,-1.8001,180.875,3.1684,True,True,True,2.6009,-0.2143,15,92,4
whisper-medium,phase2,1745,method_1745,regular,1600.0,4935.0,19.4997,-1.7981,180.875,4.6675,True,True,True,2.2361,-1.3165,15,17,5
whisper-medium,phase2,1699,method_1699_counter,counter,2263.0,1345.0,9.0076,-1.7503,160.875,3.1445,True,True,False,0.5787,-2.2462,15,48,5
whisper-medium,phase2,1552,method_1552,regular,734.0,7611.0,40.4908,-1.7344,200.875,7.0243,True,True,True,6.492,1.4409,15,104,4
whisper-medium,phase2,1746,method_1746,regular,1600.0,5382.0,21.0008,-1.7313,160.875,2.4929,True,True,False,1.8559,-2.801,15,43,5
whisper-medium,phase2,1887,method_1887_counter,counter,6979.0,4525.0,7.5012,-1.7096,100.875,1.6836,True,True,True,1.2007,-1.2177,15,199,2
whisper-medium,phase2,1874,method_1874_counter,counter,6979.0,3805.0,10.5015,-1.684,100.875,1.9661,True,True,True,0.9127,-0.9039,15,226,1
whisper-medium,phase2,1807,method_1807,regular,2263.0,4935.0,13.4978,-1.6831,160.875,4.8766,True,True,True,3.9035,0.2582,15,42,5
whisper-medium,phase2,1551,method_1551,regular,734.0,6979.0,38.99,-1.6655,200.875,8.7627,True,True,True,7.5406,1.4565,15,125,4
whisper-medium,phase2,1515,method_1515,regular,673.0,3200.0,26.9927,-1.6575,200.8125,7.1921,True,True,True,6.5341,2.3034,15,15,5
whisper-medium,phase2,1748,method_1748,regular,1600.0,6400.0,24.0,-1.6502,180.875,5.4185,True,True,True,2.7866,-1.1102,15,97,4
whisper-medium,phase2,1200,method_1200,regular,283.0,7611.0,56.9905,-1.5978,201.0625,6.0558,True,True,True,4.8966,1.7737,15,57,5
whisper-medium,phase2,1749,method_1749_counter,counter,6979.0,1600.0,25.4994,-1.592,100.875,2.0933,True,True,False,-1.0292,-5.0188,15,230,1
whisper-medium,phase2,1066,method_1066_counter,counter,1745.0,218.0,36.0099,-1.5703,180.9375,5.7016,True,True,True,3.3238,-1.0054,15,8,6
whisper-medium,phase2,1266,method_1266,regular,336.0,4150.0,43.5189,-1.5693,180.75,5.1237,True,True,True,5.6453,2.2599,15,196,2
whisper-medium,phase2,1602,method_1602,regular,872.0,6979.0,36.0074,-1.5543,180.9375,5.5871,True,True,True,6.6464,0.6849,15,122,4
whisper-medium,phase2,1042,method_1042,regular,200.0,7611.0,63.0002,-1.5381,141.125,3.344,True,True,True,3.3191,1.5621,15,74,5
whisper-medium,phase2,1636,method_1636,regular,1037.0,2263.0,13.5098,-1.5365,180.875,4.1566,True,True,True,2.0623,1.4357,15,127,4
whisper-medium,phase2,1739,method_1739_counter,counter,2934.0,1600.0,10.4976,-1.5272,140.9375,3.3886,True,True,False,-0.3432,-3.4831,15,191,2
whisper-medium,phase2,1034,method_1034,regular,200.0,3805.0,50.9979,-1.5097,141.125,4.2994,True,True,True,3.3101,1.6971,15,181,2
whisper-medium,phase2,1145,method_1145_counter,counter,1745.0,259.0,33.0264,-1.4975,180.9375,5.815,True,True,False,2.773,-1.3271,15,86,5
whisper-medium,phase2,1024,method_1024,regular,200.0,1600.0,36.0,-1.4938,141.125,3.5175,True,True,True,1.2944,-0.3211,15,200,2
whisper-medium,phase2,1324,method_1324,regular,400.0,1600.0,24.0,-1.4853,180.8125,4.7592,True,True,True,3.0314,1.3994,15,182,2
whisper-medium,phase2,1174,method_1174,regular,283.0,800.0,17.9904,-1.4824,141.0625,1.9674,True,True,True,0.159,-1.5406,15,138,3
whisper-medium,phase2,1825,method_1825,regular,2468.0,7611.0,19.4969,-1.4736,160.9375,4.7574,True,True,False,1.4656,-1.1268,15,21,5
whisper-medium,phase2,1881,method_1881_counter,counter,6979.0,4150.0,8.9989,-1.4535,100.875,1.9188,True,True,True,0.6952,-1.3014,15,233,1
whisper-medium,phase2,1750,method_1750_counter,counter,7611.0,1600.0,27.0002,-1.4128,120.8125,2.5428,True,True,False,-1.0089,-6.3592,15,164,2
whisper-medium,phase2,1073,method_1073,regular,218.0,3200.0,46.5081,-1.3595,141.125,3.9323,True,True,True,2.8154,0.9137,15,110,4
whisper-medium,phase2,1810,method_1810,regular,2263.0,6400.0,17.998,-1.3284,180.875,8.5322,True,True,False,4.3648,-0.0846,15,62,5
whisper-medium,phase2,1525,method_1525,regular,673.0,7611.0,41.9929,-1.2769,200.8125,8.8951,True,True,True,6.1749,1.2474,15,6,6
whisper-medium,phase2,1518,method_1518,regular,673.0,4150.0,31.4932,-1.2718,200.8125,8.1552,True,True,True,5.9114,1.8474,15,236,1
whisper-medium,phase2,1825,method_1825_counter,counter,7611.0,2468.0,19.4969,-1.2699,100.8125,2.5912,True,True,False,-0.3224,-5.6018,15,144,3
whisper-medium,phase2,1123,method_1123_counter,counter,7611.0,238.0,59.9886,-1.2671,120.8125,3.3397,True,True,False,-0.2982,-7.1794,15,205,2
whisper-medium,phase2,1443,method_1443_counter,counter,872.0,566.0,7.4823,-1.2581,180.9375,3.0169,True,True,True,2.0095,-0.9833,15,123,4
whisper-medium,phase2,1183,method_1183,regular,283.0,1745.0,31.4922,-1.2382,141.0625,3.0669,True,True,True,1.5033,0.1817,15,175,2
whisper-medium,phase2,1144,method_1144,regular,259.0,1600.0,31.5246,-1.2167,141.125,4.0796,True,True,True,2.1989,1.0232,15,238,1
whisper-medium,phase2,1145,method_1145,regular,259.0,1745.0,33.0264,-1.2138,141.125,2.6941,True,True,False,0.6653,-1.6031,15,203,2
whisper-medium,phase2,1798,method_1798,regular,2075.0,7611.0,22.4997,-1.1892,160.9375,3.898,True,True,True,1.71,-0.7961,15,33,5
whisper-medium,phase2,1382,method_1382_counter,counter,872.0,476.0,10.4804,-1.1534,180.9375,3.5097,True,True,True,2.0661,-1.1293,15,130,4
whisper-medium,phase2,1843,method_1843_counter,counter,4935.0,2934.0,9.0022,-1.1441,120.9375,1.9986,True,True,False,-0.0089,-2.6538,15,239,1
whisper-medium,phase2,1106,method_1106_counter,counter,1745.0,238.0,34.4903,-1.1377,180.9375,6.8,True,True,True,2.1923,-0.6421,15,88,5
whisper-medium,phase2,1882,method_1882,regular,4150.0,7611.0,10.4997,-1.1271,160.9375,2.0272,True,True,False,-0.785,-2.4357,15,5,6
whisper-medium,phase2,1636,method_1636_counter,counter,2263.0,1037.0,13.5098,-1.1079,140.875,1.6869,True,True,False,0.6995,-1.7486,15,79,5
whisper-medium,phase2,1101,method_1101_counter,counter,1131.0,238.0,26.9828,-1.1005,120.9375,3.6009,True,True,False,2.8848,-1.829,15,159,3
whisper-medium,phase2,1123,method_1123,regular,238.0,7611.0,59.9886,-1.0956,161.125,5.4518,True,True,True,3.6644,1.0782,15,63,5
whisper-medium,phase2,1798,method_1798_counter,counter,7611.0,2075.0,22.4997,-1.0233,120.8125,2.7082,True,True,False,-0.9377,-5.2568,15,135,3
whisper-medium,phase2,1790,method_1790,regular,2075.0,3805.0,10.4974,-1.0087,100.9375,4.5606,True,True,True,2.7305,0.9022,15,161,3
whisper-medium,phase2,1797,method_1797,regular,2075.0,6979.0,20.9989,-1.0015,160.9375,5.5696,True,True,True,2.469,-0.1681,15,71,5
whisper-medium,phase2,1649,method_1649_counter,counter,6979.0,1037.0,33.0073,-0.9951,100.875,3.24,True,True,False,-1.5684,-6.2153,15,184,2
whisper-medium,phase2,1875,method_1875,regular,3805.0,7611.0,12.0023,-0.9812,160.875,2.1294,True,True,False,-0.8411,-2.5203,15,46,5
whisper-medium,phase2,1650,method_1650_counter,counter,7611.0,1037.0,34.508,-0.9561,120.8125,3.4083,True,True,False,-1.2824,-6.7447,15,158,3
whisper-medium,phase2,1601,method_1601,regular,872.0,6400.0,34.5081,-0.9164,200.9375,20.6513,True,True,False,7.6129,0.5901,15,96,4
whisper-medium,phase2,1843,method_1843,regular,2934.0,4935.0,9.0022,-0.912,140.9375,5.1371,True,True,False,1.0196,-1.7251,15,120,4
whisper-medium,phase2,1105,method_1105,regular,238.0,1600.0,32.9885,-0.9045,141.125,5.9063,True,True,True,1.6274,0.308,15,210,2
whisper-medium,phase2,1136,method_1136,regular,259.0,800.0,19.5246,-0.9027,201.125,1.8359,True,True,False,-0.4481,-1.3893,15,190,2
whisper-medium,phase2,1712,method_1712_counter,counter,6979.0,1345.0,28.505,-0.8797,100.875,4.0452,True,True,False,-1.8523,-6.8307,15,193,2
whisper-medium,phase2,1767,method_1767_counter,counter,7611.0,1745.0,25.4983,-0.8759,120.8125,2.9696,True,True,False,-1.3827,-6.2851,15,139,3
whisper-medium,phase2,1738,method_1738_counter,counter,2691.0,1600.0,9.0008,-0.8747,140.875,4.5883,True,True,False,0.6942,-0.9091,15,245,1
whisper-medium,phase2,1794,method_1794,regular,2075.0,5382.0,16.5004,-0.8742,160.9375,5.0593,True,True,False,1.7617,-0.439,15,89,5
whisper-medium,phase2,1754,method_1754_counter,counter,2468.0,1745.0,6.0014,-0.8713,140.9375,3.1201,True,True,False,-0.7438,-3.9681,15,212,2
whisper-medium,phase2,1144,method_1144_counter,counter,1600.0,259.0,31.5246,-0.8566,160.875,4.8841,True,True,False,-0.006,-5.9838,15,37,5
whisper-medium,phase2,1443,method_1443,regular,566.0,872.0,7.4823,-0.855,141.0,1.335,True,True,False,0.6595,-1.1337,15,157,3
whisper-medium,phase2,1318,method_1318_counter,counter,951.0,400.0,14.9933,-0.8521,120.875,2.8627,True,True,False,2.0407,-1.1887,15,87,5
whisper-medium,phase2,1874,method_1874,regular,3805.0,6979.0,10.5015,-0.8484,160.875,4.3958,True,True,False,-0.4884,-2.1472,15,52,5
whisper-medium,phase2,1835,method_1835,regular,2691.0,6400.0,14.9992,-0.8476,160.875,12.4824,True,True,False,2.5795,0.1387,15,115,4
whisper-medium,phase2,1887,method_1887,regular,4525.0,6979.0,7.5012,-0.8449,160.875,2.0511,True,True,False,-0.3132,-1.1878,15,36,5
whisper-medium,phase2,1812,method_1812_counter,counter,7611.0,2263.0,20.9982,-0.8439,100.8125,3.0217,True,True,False,-0.5551,-5.3239,15,136,3
whisper-medium,phase2,1200,method_1200_counter,counter,7611.0,283.0,56.9905,-0.8434,120.8125,4.7343,True,True,False,-0.8521,-7.8025,15,214,2
whisper-medium,phase2,1713,method_1713_counter,counter,7611.0,1345.0,30.0058,-0.8388,100.8125,4.0852,True,True,False,-0.7487,-6.6358,15,126,4
whisper-medium,phase2,1737,method_1737_counter,counter,2468.0,1600.0,7.5032,-0.8317,140.9375,4.3186,True,True,False,0.9096,-0.6541,15,248,1
whisper-medium,phase2,1066,method_1066,regular,218.0,1745.0,36.0099,-0.8161,101.125,3.1275,True,True,False,-0.4853,-2.9205,15,147,3
whisper-medium,phase2,1881,method_1881,regular,4150.0,6979.0,8.9989,-0.7874,160.9375,4.2617,True,True,False,-0.3694,-1.7267,15,31,5
whisper-medium,phase2,1718,method_1718_counter,counter,2263.0,1467.0,7.5044,-0.7784,160.875,5.4343,True,True,False,-0.0479,-2.2257,15,117,4
whisper-medium,phase2,1791,method_1791,regular,2075.0,4150.0,12.0,-0.7768,100.9375,4.422,True,True,True,2.5384,0.086,15,211,2
whisper-medium,phase2,1740,method_1740_counter,counter,3200.0,1600.0,12.0,-0.7707,140.875,4.9465,True,True,False,-1.2386,-3.8247,15,128,4
whisper-medium,phase2,1675,method_1675_counter,counter,1600.0,1234.0,4.4968,-0.7185,160.875,2.4246,False,True,False,-1.8282,-5.8381,15,121,4
whisper-medium,phase2,1679,method_1679,regular,1234.0,2263.0,10.4987,-0.6991,180.9375,7.8184,False,True,True,1.6266,1.2816,15,162,3
whisper-medium,phase2,1106,method_1106,regular,238.0,1745.0,34.4903,-0.6839,101.125,4.5144,False,True,False,0.2982,-1.4645,15,179,2
whisper-medium,phase2,1684,method_1684_counter,counter,3490.0,1234.0,17.9986,-0.6757,140.875,5.7046,False,True,False,-2.6205,-7.7046,15,155,3
whisper-medium,phase2,1525,method_1525_counter,counter,7611.0,673.0,41.9929,-0.6206,120.8125,5.9979,False,True,False,-0.9295,-6.2876,15,201,2
whisper-medium,phase2,1183,method_1183_counter,counter,1745.0,283.0,31.4922,-0.5992,160.9375,8.4852,False,True,False,2.3065,-0.9412,15,129,4
whisper-medium,phase2,1578,method_1578_counter,counter,7611.0,800.0,39.0002,-0.5968,120.8125,7.1766,False,True,False,-1.231,-6.3116,15,227,1
whisper-medium,phase2,1791,method_1791_counter,counter,4150.0,2075.0,12.0,-0.5919,160.9375,2.5564,False,True,False,-2.7007,-5.6874,15,133,3
whisper-medium,phase2,1743,method_1743_counter,counter,4150.0,1600.0,16.5005,-0.575,200.9375,3.7643,False,True,False,-2.8421,-3.9218,15,192,2
whisper-medium,phase2,1024,method_1024_counter,counter,1600.0,200.0,36.0,-0.5693,160.875,8.2546,False,True,False,-0.1664,-4.6802,15,51,5
whisper-medium,phase2,1880,method_1880,regular,4150.0,6400.0,7.4995,-0.5475,140.9375,5.576,False,True,False,0.1418,-1.4985,15,109,4
whisper-medium,phase2,1748,method_1748_counter,counter,6400.0,1600.0,24.0,-0.5431,100.875,3.0844,False,True,False,-0.6628,-2.5041,15,232,1
whisper-medium,phase2,1230,method_1230,regular,308.0,4150.0,45.0253,-0.505,181.0625,14.1045,False,True,True,5.1754,2.8132,15,204,2
whisper-medium,phase2,1783,method_1783_counter,counter,7611.0,1903.0,23.9977,-0.4937,120.8125,3.8208,False,True,False,-1.1963,-5.5004,15,169,2
whisper-medium,phase2,1793,method_1793,regular,2075.0,4935.0,14.9993,-0.4772,160.9375,10.7733,False,True,False,2.3464,-0.0571,15,91,5
whisper-medium,phase2,1105,method_1105_counter,counter,1600.0,238.0,32.9885,-0.4619,160.875,7.1532,False,True,False,-0.35,-5.1061,15,95,4
whisper-medium,phase2,1790,method_1790_counter,counter,3805.0,2075.0,10.4974,-0.4512,160.875,2.6276,False,True,False,-2.8722,-6.0079,15,85,5
whisper-medium,phase2,1627,method_1627_counter,counter,7611.0,951.0,36.0068,-0.4303,120.8125,7.5637,False,True,False,-1.3164,-6.8464,15,213,2
